32 333.3420005725 
48 499.9417328325 
64 666.4939808532 
96 999.4561032762 
192 1997.2049470437 
256 2661.4245225478 
384 3987.5983199999 
512 5310.7602180963 
768 7948.0892655245 
1024 10573.4930896171 
1536 15788.8471941800 
2048 20957.4594426215 
3072 31156.9496102487 
4096 41176.8362313502 
6144 60696.4465575562 
8192 79551.9994193325 
12288 115402.0208302563 
16384 148968.1986037404 
24576 210069.7019322999 
32768 264266.0003814969 
