32 333.342 155.473
48 454.989 149.075
64 643.235 312.873
96 1021.3 832.027
128 1446.29 1034.34
192 2021.11 1387.13
256 2652.93 1512.45
384 3918.47 1505.49
512 5094.68 2013.42
768 6982.01 2553.15
1024 10240.3 4241.62
1536 15437.6 6101.79
2048 20583.4 8197.27
3072 29681.9 13942.8
4096 38103.4 17589.8
6144 59078.6 25764.6
8192 71861.5 30791.5
12288 103699 45151.9
16384 143723 47811.2
24576 186895 70188.9
32768 264266 113553
